10;10;10;10;10
10;9;10;10;10
10;9;10;9;14
10;13;9;15;9
9;11;10;10;13
10;12;9;10;9
10;9;11;9;9
9;10;10;9;9
11;10;10;11;10
10;9;14;10;10
9;11;11;10;10
14;10;10;10;9
10;10;10;12;10
9;13;9;12;9
9;11;10;10;10
12;10;10;10;10
10;9;9;14;10
13;10;10;14;9
10;10;9;9;11
14;10;14;10;13
11;13;15;9;10
11;10;9;11;10
10;14;10;11;10
10;10;10;9;9
9;10;10;9;9
9;10;9;9;9
9;10;10;12;13
10;10;10;9;10
10;9;11;10;9
10;10;9;10;9
11;11;9;13;10
13;9;10;10;13
9;10;11;11;11
9;9;9;9;10
10;10;10;10;9
10;9;10;9;9
9;9;9;10;10
9;10;10;10;9
10;10;10;10;10
15;14;10;9;9
10;10;9;14;11
10;14;10;11;11
13;11;10;10;10
10;10;14;11;12
11;11;14;10;10
9;10;10;9;10
11;9;10;10;13
10;13;10;9;10
14;10;10;10;10
10;10;10;10;10
9;9;10;10;10
14;10;10;9;10
11;10;14;12;10
11;10;10;10;13
9;11;10;10;9
10;10;9;9;14
10;10;10;11;11
10;10;10;9;9
11;10;10;9;9
10;11;9;10;15
13;10;9;11;10
9;10;11;11;11
10;11;11;9;10
9;10;15;10;14
10;13;10;10;9
10;10;11;9;10
10;9;9;10;10
11;10;10;9;10
9;10;10;9;14
14;10;10;10;9
14;13;9;10;10
9;13;10;10;10
10;9;14;9;13
10;9;10;10;10
10;9;10;9;10
10;10;14;10;10
10;10;9;10;13
10;10;10;11;10
10;10;9;10;9
10;11;14;9;10
9;9;11;10;10
9;10;14;10;9
10;9;13;11;10
10;10;10;11;10
10;10;14;10;10
14;9;9;10;13
10;9;10;9;9
9;10;10;13;13
15;10;9;10;10
9;10;10;9;14
10;10;14;10;10
11;11;10;13;9
9;10;10;10;11
10;13;10;10;13
10;13;10;10;10
10;10;11;11;9
10;9;10;10;11
9;11;9;10;9
9;10;9;10;11
10;10;9;9;10
