20;22;18;20;12
19;18;17;21;19
22;18;16;16;17
19;16;14;17;17
12;14;15;22;27
16;20;17;15;15
21;20;14;18;14
15;23;15;23;15
22;12;11;22;18
23;18;16;18;13
17;20;16;19;19
18;17;13;18;12
17;13;12;19;16
15;16;21;15;15
20;16;14;19;18
22;17;16;12;17
16;16;19;11;25
14;17;20;14;19
19;21;17;14;10
18;17;21;20;15
13;21;16;20;17
15;14;17;18;15
16;17;18;19;17
16;17;22;15;15
17;13;21;15;19
20;14;20;14;14
21;16;19;19;13
16;15;16;21;18
19;21;18;14;13
16;13;15;12;15
21;15;15;11;15
20;18;13;12;16
20;12;17;19;24
14;12;24;19;15
15;14;12;12;13
16;17;14;20;16
21;14;19;22;17
16;14;14;14;13
12;17;13;20;22
17;19;17;17;23
23;16;20;14;19
20;14;25;19;15
19;12;16;17;13
15;18;19;18;20
21;13;15;18;15
11;20;11;21;21
15;13;15;20;21
15;16;16;13;21
19;20;23;16;16
18;11;18;17;12
15;22;15;17;13
14;20;15;18;15
16;13;12;23;19
20;18;20;22;20
19;13;19;19;13
21;17;17;23;12
24;17;17;17;14
20;14;19;19;15
26;21;19;19;15
22;18;17;24;15
12;16;16;13;14
16;15;16;16;17
17;19;16;12;12
21;18;14;18;19
15;17;18;16;13
22;14;15;12;18
14;19;18;13;19
20;15;15;13;14
15;24;21;13;21
19;15;19;15;16
17;17;16;16;19
15;17;18;12;12
14;17;16;16;22
23;13;19;22;16
19;15;14;11;16
22;21;22;13;15
15;20;11;13;13
16;17;16;19;15
16;18;20;19;17
13;17;17;24;20
18;16;17;15;12
19;14;18;12;18
17;18;14;13;14
16;20;16;17;22
21;21;17;12;16
17;12;12;18;14
23;17;24;16;13
19;13;18;17;18
18;16;17;13;19
19;19;17;17;13
17;22;14;20;23
21;13;14;15;15
20;16;13;23;11
13;26;12;11;15
12;16;17;14;22
19;18;13;17;16
20;19;23;19;18
18;16;14;17;15
16;18;15;22;17
22;12;18;24;20
