8;10;13;9;9
13;8;10;13;9
9;12;10;11;10
10;13;9;12;11
9;10;10;10;10
11;9;9;10;9
9;12;9;9;9
9;10;10;10;9
12;9;8;8;9
11;10;13;11;10
14;10;9;9;9
11;10;14;8;9
10;9;11;9;7
10;11;10;10;12
8;12;12;10;10
10;12;14;13;9
14;12;12;13;12
12;9;9;11;10
8;13;9;9;9
10;8;10;12;10
14;9;8;12;9
13;12;9;8;9
8;13;14;9;13
10;9;10;10;10
8;10;14;9;14
9;9;10;13;10
10;9;8;13;13
10;10;10;12;12
12;8;9;10;10
10;8;10;10;14
12;8;9;8;9
9;9;13;9;9
14;8;8;8;9
8;11;13;8;10
14;14;10;10;12
10;9;9;13;9
13;9;8;14;11
14;8;9;13;10
9;12;11;9;12
10;8;9;9;13
10;10;10;8;14
13;14;9;9;9
9;9;10;14;14
10;14;13;10;12
9;12;13;9;8
9;10;13;10;12
11;9;10;9;10
8;10;10;10;9
8;14;12;13;9
10;10;10;11;14
10;9;11;9;10
8;8;11;12;10
11;9;14;12;8
9;9;9;11;9
11;9;14;12;10
9;10;14;14;11
9;12;13;10;12
9;7;9;8;12
10;10;10;13;13
10;9;11;14;9
10;12;10;14;9
10;10;12;11;12
13;12;8;9;8
12;10;10;12;12
14;9;14;13;10
11;14;10;12;8
11;9;11;12;9
9;10;11;8;10
8;10;9;10;12
9;11;14;9;9
7;10;10;9;14
9;8;12;10;9
9;10;12;9;13
8;13;12;13;9
10;9;8;10;12
9;10;11;8;14
13;10;10;9;10
9;9;10;9;11
12;9;10;12;10
13;8;10;12;14
11;10;12;11;9
9;10;8;12;10
7;10;9;9;10
9;9;9;10;8
9;11;10;10;10
8;8;10;10;10
8;11;10;12;8
10;14;8;10;10
14;8;9;11;9
10;9;13;10;9
11;7;9;9;10
8;10;10;9;9
10;10;9;11;8
9;8;14;7;10
9;10;9;12;10
9;9;9;9;9
9;12;11;9;12
9;12;12;12;9
14;13;7;9;12
10;9;9;9;9
