15;19;18;18;20
17;15;14;13;15
10;16;16;13;23
24;16;11;13;16
19;14;19;23;21
16;19;10;13;16
20;21;18;12;18
16;16;15;10;11
15;17;17;15;20
14;14;20;13;18
23;10;21;19;11
19;19;15;15;16
21;16;19;12;16
19;11;20;11;18
17;24;24;15;13
15;13;21;20;10
21;18;19;20;16
16;18;16;10;18
14;9;16;16;11
14;16;11;12;18
14;17;15;21;12
10;18;23;13;15
17;19;20;15;15
16;23;11;13;19
19;13;19;16;15
14;12;18;15;16
14;19;15;8;20
19;15;18;24;19
15;17;16;16;19
9;21;17;13;14
13;16;11;13;15
22;17;15;19;13
21;11;16;16;16
16;19;11;14;10
20;24;19;15;14
16;15;20;16;14
18;23;8;17;16
13;16;20;19;21
18;16;18;14;18
15;14;19;21;17
16;20;11;21;22
19;12;14;14;19
19;15;17;10;19
20;10;9;19;13
19;16;19;14;12
12;17;11;15;16
17;17;16;11;18
15;11;10;18;15
16;13;11;13;15
20;12;15;12;21
14;21;20;17;20
17;19;13;15;15
19;14;16;12;12
17;15;19;22;16
13;18;15;19;20
15;15;13;21;17
20;12;14;15;26
18;19;19;18;20
14;14;15;26;16
18;19;16;11;15
20;16;9;20;24
16;15;18;16;13
10;10;15;17;18
15;16;18;16;11
16;16;14;18;16
12;18;16;13;14
19;14;13;13;9
17;16;17;15;19
11;14;19;14;15
14;12;12;18;10
13;19;12;13;12
12;12;18;18;17
20;14;13;12;17
14;21;17;15;16
15;12;18;17;15
20;14;18;25;19
11;16;18;19;18
19;20;20;12;20
19;16;15;11;13
13;13;15;13;16
18;19;19;14;14
14;20;16;16;14
9;15;14;15;19
11;18;19;19;19
17;17;16;19;20
21;15;14;12;20
16;18;11;13;16
15;15;11;18;16
24;14;19;17;24
24;12;11;14;15
12;19;10;9;15
20;16;10;20;16
16;12;15;16;13
15;11;13;13;15
17;12;13;19;16
18;18;11;20;24
10;13;11;13;16
11;14;16;11;15
19;14;14;19;21
19;15;18;10;20
