19;13;19;14;20
20;18;18;14;16
22;12;18;14;12
24;19;15;14;16
16;10;15;12;12
12;16;13;18;19
12;20;20;16;26
16;17;18;14;12
20;26;14;15;12
17;24;15;18;17
17;17;18;14;15
17;20;19;17;26
10;16;20;18;16
20;26;12;19;10
20;15;12;20;14
18;14;24;20;24
24;24;14;16;12
20;16;17;19;14
26;13;17;18;16
16;17;16;14;14
19;12;15;24;21
15;15;14;16;18
14;16;18;12;12
16;17;10;18;18
24;19;16;20;15
19;23;20;16;14
20;19;16;18;18
12;19;14;16;19
14;20;19;15;22
16;12;24;19;16
12;10;20;12;20
13;14;14;15;17
18;18;17;18;18
14;12;10;14;12
17;15;18;14;10
22;13;24;12;17
20;17;16;12;13
16;14;16;12;16
21;13;15;21;16
16;18;19;18;17
17;24;16;12;20
18;14;16;17;16
18;13;17;17;15
17;14;18;18;14
17;16;15;10;16
16;18;20;12;14
26;16;28;24;21
12;16;14;14;16
22;16;25;18;13
18;21;15;21;19
20;20;18;12;16
15;17;16;16;18
20;19;20;18;15
18;18;19;17;15
16;15;15;12;21
17;18;14;22;18
15;12;17;21;20
12;16;20;17;20
18;19;19;15;12
28;20;14;17;14
15;17;15;18;21
14;15;18;16;21
17;20;19;17;12
18;22;14;15;14
16;18;22;17;15
16;14;16;12;24
17;18;14;20;16
26;22;17;14;14
19;14;21;20;12
16;16;17;16;26
14;26;16;19;14
12;12;10;10;12
18;20;16;15;12
17;17;18;21;16
12;20;15;18;23
15;20;16;16;20
15;13;15;18;18
20;12;24;14;18
12;14;20;18;19
12;11;23;10;16
18;14;14;20;18
19;15;21;15;25
16;14;19;20;16
18;20;15;16;16
17;12;16;17;15
17;16;14;22;14
20;17;25;20;22
18;13;22;17;12
15;14;19;12;16
10;14;16;16;17
20;15;16;10;20
22;13;28;22;24
18;14;14;20;12
14;14;24;14;16
16;17;21;15;24
16;14;18;17;12
16;10;22;16;22
18;16;18;18;16
18;14;20;18;18
22;12;12;17;12
