17;13;23;15;20
20;15;18;18;19
20;10;18;12;10
24;19;16;18;15
15;8;16;8;10
8;12;14;20;15
10;21;22;20;26
17;18;20;16;13
20;26;14;20;8
19;20;13;20;15
20;19;20;18;15
18;21;19;15;26
8;16;23;17;15
17;28;8;14;8
20;12;10;16;14
20;18;20;23;21
22;18;14;14;10
18;18;15;17;17
26;13;17;20;18
18;13;16;14;14
20;10;13;16;20
15;14;16;13;15
13;20;15;11;10
18;14;8;15;17
22;21;21;19;20
17;22;23;16;18
20;18;17;15;17
8;18;20;20;17
14;19;17;14;20
17;8;20;18;20
8;8;20;11;18
14;14;16;16;18
18;22;17;18;12
18;10;8;15;10
14;13;20;13;8
23;11;26;16;15
20;13;14;10;14
16;18;19;10;13
19;12;12;20;15
14;16;18;20;18
18;26;15;8;17
20;18;15;12;17
20;12;16;13;14
19;13;16;17;18
17;17;14;8;13
20;17;14;10;16
28;15;28;20;17
10;14;14;14;18
20;14;23;17;13
21;18;14;18;17
24;19;18;10;16
14;17;20;17;16
22;20;16;18;14
16;16;19;14;15
15;14;14;8;22
13;17;14;20;13
13;12;15;23;22
10;14;22;19;20
20;21;14;12;8
28;22;12;16;18
11;20;18;15;21
16;14;22;17;16
17;20;18;17;11
20;16;18;17;14
16;20;17;20;19
15;18;16;8;24
20;17;18;20;14
24;18;16;14;14
17;20;20;22;10
11;17;15;13;26
12;24;15;16;18
10;10;8;8;12
16;20;16;18;10
20;15;19;17;15
12;20;14;17;20
17;22;17;16;19
18;13;17;22;16
18;8;22;18;20
10;12;22;17;18
10;10;19;8;17
13;14;14;18;15
16;18;23;18;21
18;12;21;20;14
16;24;14;14;14
20;13;17;15;14
17;18;18;18;14
18;13;22;20;16
20;13;20;21;8
16;18;19;10;14
8;14;13;18;12
17;14;14;8;22
22;11;26;23;22
14;14;14;17;8
14;13;22;14;20
15;19;20;16;24
18;18;16;15;10
20;8;20;19;22
18;14;17;22;14
22;12;20;16;19
16;8;8;18;10
