13;9;13;13;11
8;14;8;9;9
9;9;9;8;7
9;8;12;12;13
11;9;8;12;9
13;8;12;11;8
9;8;11;9;9
11;12;11;14;14
10;9;10;14;11
11;9;13;12;13
9;13;13;9;9
10;13;9;9;12
13;13;13;10;12
11;13;10;14;13
8;11;14;12;11
8;12;12;12;9
13;11;11;8;13
11;13;14;8;13
12;11;8;12;11
12;12;13;13;9
12;11;8;9;12
14;9;11;10;9
11;14;14;8;8
9;11;8;11;9
14;13;12;14;12
8;9;14;8;14
12;14;11;9;12
9;12;9;8;12
12;9;11;13;11
8;7;10;10;13
12;8;12;9;8
10;13;11;9;12
14;9;9;13;10
13;11;13;10;13
13;12;10;11;14
8;9;8;10;9
12;11;8;9;14
13;14;9;14;14
8;8;10;9;12
9;9;12;13;13
8;12;14;8;12
11;8;11;12;9
9;13;11;9;11
9;12;11;14;11
8;8;11;13;12
14;9;12;8;8
12;9;12;11;12
14;9;9;10;12
12;12;11;9;13
8;9;9;12;8
14;13;12;11;14
14;12;12;7;9
10;9;9;8;9
12;9;12;14;9
9;12;9;7;8
14;11;11;8;7
11;11;7;11;12
9;9;9;14;10
14;10;11;12;12
12;9;11;14;10
11;10;9;12;9
10;9;9;12;9
9;9;8;13;11
12;9;14;8;7
13;13;12;13;9
13;8;13;11;12
9;9;8;12;9
13;13;9;12;8
11;14;13;9;13
13;11;8;14;9
8;12;14;14;9
8;14;9;9;12
13;9;9;9;9
11;12;8;13;13
13;14;12;12;9
8;11;11;8;9
11;9;8;9;13
11;9;14;8;8
14;13;14;9;10
9;12;9;12;11
7;10;13;12;11
11;14;8;8;12
8;13;12;14;14
9;11;8;10;9
9;8;13;9;9
9;13;12;9;8
8;11;12;8;12
12;12;13;9;14
12;12;14;9;12
11;13;9;12;8
13;8;11;12;8
11;11;14;11;13
13;11;8;9;13
9;12;11;8;9
9;12;9;14;12
14;13;8;13;11
11;9;10;12;13
9;14;9;12;8
9;10;8;9;9
9;12;12;13;8
