11;14;14;8;11
15;14;11;14;12
12;13;10;13;9
10;8;16;14;16
11;12;9;10;11
10;16;12;10;11
12;15;15;16;13
9;12;11;12;14
12;16;12;10;16
15;16;14;14;13
13;9;10;10;15
14;14;13;16;11
9;16;18;14;13
15;10;12;16;13
16;12;16;13;10
12;11;16;10;13
9;14;11;11;10
10;12;14;13;11
12;16;9;16;13
11;11;13;11;18
11;11;14;14;14
9;10;14;15;14
13;13;14;18;16
8;9;11;10;11
13;12;11;18;14
12;13;14;16;14
16;9;13;12;14
11;14;10;14;16
14;14;12;11;14
14;12;13;16;9
14;11;15;13;12
14;11;9;14;11
14;13;15;13;12
16;16;12;16;11
11;15;15;16;18
10;14;14;16;9
14;13;13;11;14
12;11;9;15;9
9;16;14;12;16
18;14;14;10;12
12;14;12;10;15
11;9;10;13;14
10;9;15;15;11
10;12;10;10;12
15;9;12;13;11
9;13;12;15;18
12;13;10;11;11
13;16;12;14;18
13;14;10;12;12
11;9;10;14;16
16;13;16;13;11
11;12;13;16;11
11;11;12;12;16
13;11;13;9;10
11;14;11;16;11
13;11;14;12;9
14;15;11;18;13
16;13;12;9;10
14;11;14;9;11
18;12;14;13;15
15;9;10;14;9
9;16;9;11;18
14;11;10;16;14
10;12;14;13;14
11;16;10;11;15
10;10;13;15;18
14;9;11;18;14
12;12;13;9;14
14;15;16;13;14
14;11;14;13;12
15;11;15;15;15
10;16;10;16;16
16;12;11;12;13
12;12;9;13;11
16;10;11;12;14
16;12;16;15;11
9;16;14;14;14
11;10;12;14;18
12;16;8;8;14
11;14;10;15;10
10;10;14;11;10
18;12;14;9;14
13;10;10;10;9
14;16;15;12;12
13;14;16;14;15
14;14;13;13;15
15;11;12;12;14
16;12;11;18;14
15;14;18;14;14
14;14;12;9;12
11;9;11;12;16
13;12;13;9;12
18;15;12;8;13
10;11;14;15;11
16;11;14;13;13
10;11;16;9;16
16;13;18;8;11
12;14;14;16;11
14;11;12;14;10
11;14;15;15;9
