16;7;12;8;16
9;8;7;8;10
10;12;8;18;15
8;10;7;14;13
12;16;14;12;11
13;11;19;14;15
13;9;11;11;11
14;18;11;8;13
16;11;11;11;11
13;8;6;7;12
13;15;7;10;14
12;10;11;8;12
15;10;10;10;15
14;10;9;12;16
15;14;10;12;11
8;18;8;13;12
8;9;10;6;16
12;11;13;7;11
15;18;20;11;9
13;11;14;12;16
8;15;8;10;8
15;6;12;12;12
14;10;11;7;6
8;13;5;7;14
15;7;16;18;9
10;11;11;12;13
7;10;9;14;10
12;13;17;10;12
8;10;12;10;11
14;8;11;10;10
12;15;15;15;11
13;10;12;16;14
16;12;12;9;18
16;6;11;11;11
10;13;14;11;14
10;8;8;7;16
11;14;9;10;13
11;13;9;9;15
9;12;11;15;12
13;18;15;11;7
14;9;8;8;8
11;10;13;14;14
10;12;10;12;9
10;11;11;9;17
17;10;14;15;13
8;10;16;11;13
17;19;13;13;14
12;15;11;12;7
8;11;9;10;12
9;11;7;18;8
15;14;15;5;9
18;8;13;10;8
11;14;9;12;14
9;10;13;15;17
10;14;8;12;11
6;14;16;12;12
12;16;6;11;11
13;9;8;14;9
8;12;8;12;10
10;19;12;7;12
16;7;15;8;8
14;10;15;12;10
17;12;16;9;20
11;5;14;13;14
15;13;7;8;18
13;13;7;10;16
10;8;12;17;16
14;13;12;7;10
14;13;12;18;19
15;19;10;9;19
11;10;7;13;10
11;11;8;15;14
18;11;8;14;14
16;10;19;13;15
16;13;16;9;13
13;10;12;9;12
15;14;10;7;13
7;8;10;15;11
9;13;12;14;7
16;11;7;10;10
17;14;7;11;11
9;9;12;10;12
17;15;10;10;11
12;6;10;8;7
12;12;7;12;12
14;13;5;9;9
15;7;6;7;10
11;18;14;7;8
12;13;6;12;14
11;10;16;9;11
8;11;18;14;8
19;12;10;11;7
13;16;8;12;15
8;10;17;18;13
17;14;10;17;14
18;11;11;8;7
10;13;10;18;12
18;12;19;7;15
8;18;12;16;17
14;11;7;13;18
